started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1361276676241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361292219411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361292220207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361306154834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361306155865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361306171773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361306173458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361316904669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361316906983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361526602813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361526656132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361526658679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361526662222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361526676564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361526678350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361526681023
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1361526687913
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1361526687992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1361526689203
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1361526689891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361526732829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361528901470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529275941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529420673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529582624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529603113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529610962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529614346
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529616086
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529616181
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529641656
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529668929
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529694410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529736688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529737815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529769637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529770831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529772446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361529779148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529782109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529790122
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529829722
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529969415
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361529999103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1361530005900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361530008271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530013897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530014800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530025923
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1361530049272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530143671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530238319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530277102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530321419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530424530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530451728
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530455316
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530476646
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530484738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530582360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530583965
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530588497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361530597585
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530607324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361530617022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361530679327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361530681297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361530683209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530716927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361530806077
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530898928
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361530981805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531026175
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531041894
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531044714
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531068940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531071111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531099656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531184189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361531293668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531295776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361531332316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531334193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361531351252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531354528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361531425418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531427357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531431965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361531432988
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531471573
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531507187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361531509052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531693186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531695024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531696093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531730669
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531742864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531753010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361531755312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361531811474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361531813441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361531842161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533571891
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1361533582002
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1361533587883
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1361533588001
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1361533588179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533609188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533724369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533737873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533861052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361533866623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361534032133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361534033639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537536186
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361537539757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537548310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537556892
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537557017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537557089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1361537567457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537608497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537609639
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537609696
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537609750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361537632588
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537635095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361537635995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537667223
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537670810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537671805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537693593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361537718870
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537719917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361537722420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537728768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361537748792
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537749845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361537753182
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537766525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361537771423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537772400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361537774845
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537845192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537857500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537895326
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537898954
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537901016
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361537904701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361537924640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361541406421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361541409439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361541421037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361544981485
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545109817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545111494
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545172758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545175314
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545177874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545179334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545180882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545183493
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545188436
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545200553
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545255970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545335973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545434977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545438400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1361545469703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361545471538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545570356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545575500
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361545620807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545620872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545621535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545621650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545622618
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1361545622768
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1361545623188
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1361545625926
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1361545625950
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361545659678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545659684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545661230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545677015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545679714
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545686534
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545686584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545695719
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545695720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361545727035
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361545729816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545729823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545737625
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1361545740433
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361545754897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545757486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545761831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1361545761836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545763843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545770157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1361545770163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545772241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545829233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1361545829239
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545831009
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361545832813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545832821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545833683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545834364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545881056
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545896174
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1361545904196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545904202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545905078
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361545949876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545951103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545955148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1361545955153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545957364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361545981934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1361545981944
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361545983903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1361546002286
